Inside Mgt No.,Co. code,Business pattern code,Line No.,Ref. origin type,Sales actual Mgt No.,Order Mgt No.,Sales slip No.,Ord No.,Accpt count,Receiving check No.,Chargeable supply No.,Temp. order No.,Bad disposal history slip No.,Bad disposal history correction count,Bad disposal history correction type,Exception cost history slip No.,Exception cost history correction count,Exception cost history correction type,Generation Proc type,Cust code,Cust item No.,Cust item name,Last delivery place code,Cust order No.,Plant code,Item No.,Item name,UC,UC type,Qt.,Measure unit,Amt,Sales date,Consumption tax code,Accnt interface flag,Accnt IF EXEC date,AiIF record type column value(debtor),AiIF record type column value(creditor),Ai slip type(debtor),Ai slip type(creditor),Ai issue section(debtor),Ai issue section(creditor),Ai calculation item(debtor),Ai calculation item(creditor),Ai auxiliary item(debtor),Ai auxiliary item(creditor),Ai charge division code(debtor),Ai charge division code(creditor),Ai detail summary(debtor),Ai detail summary(creditor),Ai detail outline name type,Ai consumption tax judgment type(debtor),Ai consumption tax judgment type(creditor),Accnt IF EXEC date,Including tax or Excluding tax type,Tax rates 1,Tax rates 2,Tax rates 3,Currency code,Create slip type,Slip Mgt company code,Ship returned goods flag,Gr company type,Dealings Div.,Dealings Gr type,Bad disposal type,Cost processing type,Partner code,UC Mgt company code,UC acquisition destination type,UC acquisition destination traders code,UC basic date,UC basic Qt.,Journalizing judgment type,Invoice No.,BOItype,ASIA IF EXEC date
"68510","50","A021","1","1","500000068682","50OCN0000109866","50SLD0000160529","","0","0","","","","0","0","","0","0","1","D20110","5JX3713590","OIL PUMP","ZZ","FKJ3404011","51","5JX371-3590","PUMP;ASM;OIL","902.58","2","100","pcs","90258","2019/04/02","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/04/02","100","1","5019040030","","2019/04/03"
"68511","50","A021","1","1","500000068683","50OCN0000110072","50SLD0000160530","","0","0","","","","0","0","","0","0","1","D20110","5JX3713590","OIL PUMP","ZZ","DFJ3403534","51","5JX371-3590","PUMP;ASM;OIL","902.58","2","100","pcs","90258","2019/04/02","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/04/02","100","1","5019040031","","2019/04/03"
"68512","50","A021","1","1","500000068684","50OCN0000110248","50SLD0000160531","","0","0","","","","0","0","","0","0","1","D20110","5JX3713590","OIL PUMP","ZZ","FBJ3800581","51","5JX371-3590","PUMP;ASM;OIL","902.58","2","15","pcs","13538.7","2019/04/02","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/04/02","15","1","5019040035","","2019/04/03"
"68513","50","A012","1","1","500000068598","50OCN0000109972","50SLD0000160385","","0","0","","","","0","0","","0","0","1","T10200","J123-12600","FLANGE","ZZ","TBKK1900","51","J123-12600-EP","FLANGE","3.803","2","864","pcs","3285.79","2019/04/01","010","0","","","","","","","","12031101","71010000","","2","","","","","0","0","0","010","0","0","0","0","USD","1","50","1","3","0","0","0","0","*","*","*","*","2019/03/29","864","1","E21903011","","2019/04/03"
"68514","50","A021","1","1","500000068599","50OCN0000108854","50SLD0000160446","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","41M9BD4417","51","1050B375-LP","SLEEVE","47.34","2","168","pcs","7953.12","2019/04/02","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/04/02","168","1","F119040023","","2019/04/03"
"68515","50","A021","1","1","500000068600","50OCN0000108851","50SLD0000160447","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","41M9BD4419","51","1050B375-LP","SLEEVE","47.34","2","144","pcs","6816.96","2019/04/02","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/04/02","144","1","F119040025","","2019/04/03"
"68516","50","A021","1","1","500000068601","50OCN0000108856","50SLD0000160448","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","41M9BD4420","51","1050B375-LP","SLEEVE","47.34","2","168","pcs","7953.12","2019/04/03","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/04/03","168","1","F119040032","","2019/04/03"
"68517","50","A021","1","1","500000068602","50OCN0000109239","50SLD0000160449","","0","0","","","","0","0","","0","0","1","D20220","1050B375","SLEEVE","ZZ","41M9028846","51","1050B375-LP","SLEEVE","47.34","2","30","pcs","1420.2","2019/04/03","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/04/03","30","1","F119040027","","2019/04/03"
"68518","50","A021","1","1","500000068603","50OCN0000109238","50SLD0000160450","","0","0","","","","0","0","","0","0","1","D20220","1050B375","SLEEVE","ZZ","41M9028844","51","1050B375-LP","SLEEVE","47.34","2","30","pcs","1420.2","2019/04/03","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/04/03","30","1","F119040026","","2019/04/03"
"68519","50","A021","1","1","500000068604","50OCN0000108857","50SLD0000160451","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","41M9BD4422","51","1050B375-LP","SLEEVE","47.34","2","168","pcs","7953.12","2019/04/03","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/04/03","168","1","F119040035","","2019/04/03"
