Inside Mgt No.,Co. code,Business pattern code,Line No.,Ref. origin type,Sales actual Mgt No.,Order Mgt No.,Sales slip No.,Ord No.,Accpt count,Receiving check No.,Chargeable supply No.,Temp. order No.,Bad disposal history slip No.,Bad disposal history correction count,Bad disposal history correction type,Exception cost history slip No.,Exception cost history correction count,Exception cost history correction type,Generation Proc type,Cust code,Cust item No.,Cust item name,Last delivery place code,Cust order No.,Plant code,Item No.,Item name,UC,UC type,Qt.,Measure unit,Amt,Sales date,Consumption tax code,Accnt interface flag,Accnt IF EXEC date,AiIF record type column value(debtor),AiIF record type column value(creditor),Ai slip type(debtor),Ai slip type(creditor),Ai issue section(debtor),Ai issue section(creditor),Ai calculation item(debtor),Ai calculation item(creditor),Ai auxiliary item(debtor),Ai auxiliary item(creditor),Ai charge division code(debtor),Ai charge division code(creditor),Ai detail summary(debtor),Ai detail summary(creditor),Ai detail outline name type,Ai consumption tax judgment type(debtor),Ai consumption tax judgment type(creditor),Accnt IF EXEC date,Including tax or Excluding tax type,Tax rates 1,Tax rates 2,Tax rates 3,Currency code,Create slip type,Slip Mgt company code,Ship returned goods flag,Gr company type,Dealings Div.,Dealings Gr type,Bad disposal type,Cost processing type,Partner code,UC Mgt company code,UC acquisition destination type,UC acquisition destination traders code,UC basic date,UC basic Qt.,Journalizing judgment type,Invoice No.,BOItype,ASIA IF EXEC date
60500,50,A012,1,1,500000060270,50OCN0000100258,50SLD0000143650,,0,0,,,,0,0,,0,0,1,T00100,J105-19200-P10,BODY,ZZ,1101543262,51,J105-19200-EP,BODY,262,2,2160,pcs,565920,2019/02/10,010,0,,,,,,,,12031101,71010000,,2,,,,,0,0,0,010,0,0,0,0,JPY,1,50,1,3,0,0,0,0,*,*,*,*,2019/03/12,2160,1,E11902001,,2019/02/13
60501,50,A012,1,1,500000060271,50OCN0000100259,50SLD0000143651,,0,0,,,,0,0,,0,0,1,T00100,898145-1531-P10,OIL PUMP ASSY,ZZ,1101543263,51,898145-1531-EP,OIL PUMP ASSY,1619,2,1400,pcs,2266600,2019/02/10,010,0,,,,,,,,12031101,71010000,,2,,,,,0,0,0,010,0,0,0,0,JPY,1,50,1,3,0,0,0,0,*,*,*,*,2019/03/12,1400,1,E11902001,,2019/02/13
60502,50,A012,1,1,500000060272,50OCN0000100264,50SLD0000143652,,0,0,,,,0,0,,0,0,1,T00100,J105-25100-P10,BODY,ZZ,1101543579,51,J105-25100-EP,BODY,325,2,5100,pcs,1657500,2019/02/10,010,0,,,,,,,,12031101,71010000,,2,,,,,0,0,0,010,0,0,0,0,JPY,1,50,1,3,0,0,0,0,*,*,*,*,2019/03/12,5100,1,E11902001,,2019/02/13
60503,50,A012,1,1,500000060273,50OCN0000100262,50SLD0000143653,,0,0,,,,0,0,,0,0,1,T00100,J115-12900-P10,IMPELLER,ZZ,1101543282,51,J115-12900-EP,IMPELLER,130,2,1440,pcs,187200,2019/02/10,010,0,,,,,,,,12031101,71010000,,2,,,,,0,0,0,010,0,0,0,0,JPY,1,50,1,3,0,0,0,0,*,*,*,*,2019/03/12,1440,1,E11902001,,2019/02/13
60504,50,A012,1,1,500000060274,50OCN0000100261,50SLD0000143654,,0,0,,,,0,0,,0,0,1,T00100,L120-07640-P10,GEAR,ZZ,1101543270,51,L120-07640-EP,GEAR,277,2,4800,pcs,1329600,2019/02/10,010,0,,,,,,,,12031101,71010000,,2,,,,,0,0,0,010,0,0,0,0,JPY,1,50,1,3,0,0,0,0,*,*,*,*,2019/03/12,4800,1,E11902001,,2019/02/13
60505,50,A012,1,1,500000060275,50OCN0000100263,50SLD0000143655,,0,0,,,,0,0,,0,0,1,T00100,J123-12100-P10,FLANGE,ZZ,1101543284,51,J123-12100-EP,FLANGE,265,2,720,pcs,190800,2019/02/10,010,0,,,,,,,,12031101,71010000,,2,,,,,0,0,0,010,0,0,0,0,JPY,1,50,1,3,0,0,0,0,*,*,*,*,2019/03/12,720,1,E11902001,,2019/02/13
60506,50,A012,1,1,500000060276,50OCN0000100260,50SLD0000143656,,0,0,,,,0,0,,0,0,1,T00100,L124-06201-P10,GEAR: HEAD,ZZ,1101543269,51,L124-06201-EP,GEAR HEAD,438,2,1200,pcs,525600,2019/02/10,010,0,,,,,,,,12031101,71010000,,2,,,,,0,0,0,010,0,0,0,0,JPY,1,50,1,3,0,0,0,0,*,*,*,*,2019/03/12,1200,1,E11902001,,2019/02/13
60507,50,A012,1,1,500000060277,50OCN0000100257,50SLD0000143657,,0,0,,,,0,0,,0,0,1,T00100,MD328078V-P10,WATER PUMP ASSY,ZZ,1101543229,51,MD328078-EP,WATER PUMP ASSY,2027,2,720,pcs,1459440,2019/02/10,010,0,,,,,,,,12031101,71010000,,2,,,,,0,0,0,010,0,0,0,0,JPY,1,50,1,3,0,0,0,0,*,*,*,*,2019/03/12,720,1,E11902001,,2019/02/13
60508,50,A012,1,1,500000060278,50OCN0000101288,50SLD0000143658,,0,0,,,,0,0,,0,0,1,T00100,J199-20000-P10,CAP,ZZ,1101543291,51,J199-20030-EP,PLUG,8,2,2000,pcs,16000,2019/02/10,010,0,,,,,,,,12031101,71010000,,2,,,,,0,0,0,010,0,0,0,0,JPY,1,50,1,3,0,0,0,0,*,*,*,*,2019/03/12,2000,1,E11902001,,2019/02/13
60509,50,A012,1,1,500000060279,50OCN0000101289,50SLD0000143659,,0,0,,,,0,0,,0,0,1,T00100,J199-20030-P10,PLUG,ZZ,1101543572,51,J199-20030-EP,PLUG,8,2,2000,pcs,16000,2019/02/10,010,0,,,,,,,,12031101,71010000,,2,,,,,0,0,0,010,0,0,0,0,JPY,1,50,1,3,0,0,0,0,*,*,*,*,2019/03/12,2000,1,E11902001,,2019/02/13
