Inside Mgt No.,Co. code,Business pattern code,Line No.,Ref. origin type,Sales actual Mgt No.,Order Mgt No.,Sales slip No.,Ord No.,Accpt count,Receiving check No.,Chargeable supply No.,Temp. order No.,Bad disposal history slip No.,Bad disposal history correction count,Bad disposal history correction type,Exception cost history slip No.,Exception cost history correction count,Exception cost history correction type,Generation Proc type,Cust code,Cust item No.,Cust item name,Last delivery place code,Cust order No.,Plant code,Item No.,Item name,UC,UC type,Qt.,Measure unit,Amt,Sales date,Consumption tax code,Accnt interface flag,Accnt IF EXEC date,AiIF record type column value(debtor),AiIF record type column value(creditor),Ai slip type(debtor),Ai slip type(creditor),Ai issue section(debtor),Ai issue section(creditor),Ai calculation item(debtor),Ai calculation item(creditor),Ai auxiliary item(debtor),Ai auxiliary item(creditor),Ai charge division code(debtor),Ai charge division code(creditor),Ai detail summary(debtor),Ai detail summary(creditor),Ai detail outline name type,Ai consumption tax judgment type(debtor),Ai consumption tax judgment type(creditor),Accnt IF EXEC date,Including tax or Excluding tax type,Tax rates 1,Tax rates 2,Tax rates 3,Currency code,Create slip type,Slip Mgt company code,Ship returned goods flag,Gr company type,Dealings Div.,Dealings Gr type,Bad disposal type,Cost processing type,Partner code,UC Mgt company code,UC acquisition destination type,UC acquisition destination traders code,UC basic date,UC basic Qt.,Journalizing judgment type,Invoice No.,BOItype,ASIA IF EXEC date
"73562","50","A021","1","1","500000073569","50OCN0000112239","50SLD0000170251","","0","0","","","","0","0","","0","0","1","D20230","1060A217","CASE ASSY;TIMING CHAIN","ZZ","L94051433E","51","1060A217-SP","CASE ASSY  TIMING CHAIN","1261","2","-10","pcs","-12610","2019/05/10","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/10","7","1","5019050153","","2019/05/11"
"73563","50","A021","1","1","500000073570","50OCN0000112239","50SLD0000170251","","0","0","","","","0","0","","0","0","1","D20230","1060A217","CASE ASSY;TIMING CHAIN","ZZ","L94051433E","51","1060A217-SP","CASE ASSY  TIMING CHAIN","1261","2","7","pcs","8827","2019/05/10","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/10","7","1","5019050153","","2019/05/11"
"73564","50","A021","1","1","500000073745","50OCN0000115003","50SLD0000170490","","0","0","","","","0","0","","0","0","1","D20410","49189-20123","HOUSING  BEARING","ZZ","B19050023","52","49189-20123","HOUSING  BEARING","305.2","2","504","pcs","153820.8","2019/05/11","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/11","504","1","9019050054","","2019/05/11"
"73565","50","A021","1","1","500000073565","50OCN0000099803","50SLD0000138169","","0","0","","","","0","0","","0","0","1","D20213","1300A033","PUMP ASSY; WATER","ZZ","13S9398603","51","1300A033","PUMP ASSY; WATER","769.65","2","-1","pcs","-769.65","2019/01/25","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/01/25","1","1","F119010226","","2019/05/11"
"73566","50","A021","1","1","500000073566","50OCN0000099803","50SLD0000138169","","0","0","","","","0","0","","0","0","1","D20213","1300A033","PUMP ASSY; WATER","ZZ","13S9398603","51","1300A033","PUMP ASSY; WATER","765.15","2","1","pcs","765.15","2019/01/25","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/01/25","1","1","F119010226","","2019/05/11"
"73567","50","A021","1","1","500000073572","50OCN0000113128","50SLD0000170317","","0","0","","","","0","0","","0","0","1","D20220","1050B375","SLEEVE","ZZ","51M9015911","51","1050B375-LP","SLEEVE","47.34","2","30","pcs","1420.2","2019/05/10","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/10","30","1","F119050075","","2019/05/11"
"73568","50","A021","1","1","500000073573","50OCN0000112862","50SLD0000170318","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","51M9BF8931","51","1050B375-LP","SLEEVE","47.34","2","168","pcs","7953.12","2019/05/10","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/10","168","1","F119050083","","2019/05/11"
"73569","50","A021","1","1","500000073574","50OCN0000112859","50SLD0000170319","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","51M9BF8932","51","1050B375-LP","SLEEVE","47.34","2","96","pcs","4544.64","2019/05/10","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/10","96","1","F119050085","","2019/05/11"
"73570","50","A021","1","1","500000073575","50OCN0000114096","50SLD0000170320","","0","0","","","","0","0","","0","0","1","D20210","1050B375","SLEEVE","ZZ","52M9BG5371","51","1050B375-LP","SLEEVE","47.34","2","144","pcs","6816.96","2019/05/13","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/13","144","1","F119050091","","2019/05/11"
"73571","50","A021","1","1","500000073576","50OCN0000112235","50SLD0000170321","","0","0","","","","0","0","","0","0","1","D20230","1052B382","OIL SEAL  FRONT","ZZ","L94051393D","51","1052B382-SP","OIL SEAL  FRONT","83.63","2","58","pcs","4850.54","2019/05/10","010","0","","","","","","","","12031201","71020000","","1","","","","","0","0","0","010","0","0","0","0","THB","1","50","1","1","0","0","0","0","*","*","*","*","2019/05/10","58","1","5019050153","","2019/05/11"
